OPTIONS	20	
VEHICULES	996	
		
RATIO	POIDS	NOM
2 3	10	HPRC1
1 10	10	HPRC2
2 3	10	HPRC3
1 4	10	HPRC4
1 3	10	HPRC5
2 3	10	HPRC6
1 28	1	LPRC1
1 18	1	LPRC2
1 9	1	LPRC3
1 6	1	LPRC4
1 20	1	LPRC5
1 2	1	LPRC6
1 3	1	LPRC7
5 8	1	LPRC8
1 20	1	LPRC9
1 3	1	LPRC10
2 3	1	LPRC11
1 7	1	LPRC12
1 76	1	LPRC13
17 30	1	LPRC14

VEHICULE	HPRC1	HPRC2	HPRC3	HPRC4	HPRC5	HPRC6	LPRC1	LPRC2	LPRC3	LPRC4	LPRC5	LPRC6	LPRC7	LPRC8	LPRC9	LPRC10	LPRC11	LPRC12	LPRC13	LPRC14
315	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0
316	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
317	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
318	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
319	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
320	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
321	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
322	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
323	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
324	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
325	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
326	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
327	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
328	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
329	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1
330	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
331	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
332	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
333	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
334	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
335	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
336	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
338	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
339	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0
340	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
341	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
342	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
343	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
344	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
345	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
346	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
347	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
348	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
349	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1
350	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
351	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
352	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1
353	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
354	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0
355	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
356	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
357	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
358	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
359	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
360	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
361	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
362	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
363	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
364	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0
365	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
366	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
367	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
368	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
369	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
370	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
371	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
372	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
373	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
374	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
375	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0
376	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
377	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1
378	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
379	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
380	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
381	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
382	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
383	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
384	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
385	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1
386	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
387	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
388	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
389	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
390	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
391	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
392	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1
393	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
394	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
395	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
396	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
397	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
398	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
399	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
400	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
401	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
402	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
403	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0
404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
405	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
406	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
407	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
408	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
409	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
410	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
411	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
412	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
413	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0
414	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
415	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
416	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
417	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
418	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1
419	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
420	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
421	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
422	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
423	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
424	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
425	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
426	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1
427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
428	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
429	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
430	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
431	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
432	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
433	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
434	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
435	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
436	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
437	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0
438	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
440	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
441	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
442	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
443	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
444	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0
445	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
446	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
447	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1
448	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
449	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0
450	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
451	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
452	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
453	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
454	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
455	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
456	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
457	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
458	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
459	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
460	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0
461	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
462	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
463	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
464	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
465	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
466	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0
467	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
468	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
469	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
470	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
471	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
472	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
473	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0
474	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
475	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
476	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
477	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
478	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
479	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
480	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
481	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1
482	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
483	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
484	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
485	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0
486	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
487	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
488	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
489	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
490	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
491	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
492	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
493	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
494	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
495	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
496	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
497	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0
498	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
499	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
500	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
501	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
502	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0
503	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
504	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
505	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0
506	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
507	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
508	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
509	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
510	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
511	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0
512	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
513	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
514	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
515	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
516	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
517	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
518	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
519	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
520	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
521	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0
522	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
523	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
524	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
525	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
526	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
527	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0
528	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
529	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
530	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
531	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
532	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
533	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
534	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
535	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
536	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
537	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
538	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
539	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
540	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
541	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
542	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
543	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
544	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
545	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
546	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0
547	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0
548	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
549	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
550	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
551	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
552	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
553	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
554	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
555	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
556	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
557	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
558	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0
559	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
560	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
561	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
562	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0
563	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
564	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
565	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
566	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1
567	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
568	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
569	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
570	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
571	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
572	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
573	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
574	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
575	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
576	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
577	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
578	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
579	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
580	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
581	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
582	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
583	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
584	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
585	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
586	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
587	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0
588	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
589	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
590	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
591	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
592	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
593	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
594	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
595	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
596	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
597	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
598	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
599	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
600	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
601	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
602	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
605	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
606	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
607	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
608	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
609	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
610	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
611	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
612	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
613	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
616	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
617	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
618	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
619	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
620	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
621	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
622	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
623	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
624	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
625	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
626	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
627	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0
628	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
629	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
630	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
631	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0
632	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0
633	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
634	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
635	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
636	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
637	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
